Area,Date,Type,Issued By,No,Value,Description,# Issued,Atlas,Alberta,Theme A,Theme B,Theme C,Theme D
RSA,19640328.01,CMC,PRV,,$$,Mafeking Jamborally        ,,,,Boy Scouts/Girl Guides,,,
RSA,19640401.01,CMC,PRV,,$$,Addo Elephant Park New Date stamp    ,,146,,Wildlife,,,
RSA,19640508.01,FDC,PRV,,$$$$,Rugby         ,,147,,Sport,Rugby,,
RSA,19640508.02,FDC,PRV,,$$$$,Rugby         ,,147,,Sport,Rugby,,
RSA,19640508.03,FDC,PRV,,$$$$,Rugby         ,,,,Sport,Rugby,,
RSA,19640508.04,FDC,PRV,,$$$$,Rugby         ,,147,,Sport,Rugby,,
RSA,19640508.05,FDC,PRV,,$$$$,Rugby         ,,147,,Sport,Rugby,,
RSA,19640508.06,FDC,PRV,,$$$$,Rugby         ,,147,,Sport,Rugby,,
RSA,19640508.07,FDC,PRV,,$$$$,Rugby         ,,,,Sport,Rugby,,
RSA,19640710.01,FDC,PRV,,$$$$,Calvin         ,,149,,Religion/Churches,Famous Persons,,
RSA,19640710.02,FDC,PRV,,$$$$,Calvin         ,,,,Religion/Churches,Famous Persons,,
RSA,19640710.03,FDC,WPH,,$$$$,Calvin         ,,149,,Religion/Churches,Famous Persons,,
RSA,19640710.04,FDC,PRV,,$$$$,Calvin         ,,,,Religion/Churches,Famous Persons,,
RSA,19640710.05,FDC,PRV,,$$$$,Calvin         ,,149,,Religion/Churches,Famous Persons,,
RSA,19640710.06,FDC,PRV,,$$$$,Calvin         ,,149,,Religion/Churches,Famous Persons,,
RSA,19640801.01,CMC,PRV,,$$,Kalahari Gemsbok Park       ,,150,,Wildlife,,,
RSA,19640801.02,CMC,PRV,,$$,Mountain Zebra Park New Date stamp    ,,151,,Wildlife,,,
RSA,19641012.01,FDC,PRV,,$$$,Nursing         ,,152,,Nursing,Health/Medicine,,
RSA,19641012.02,FDC,PRV,,$$$,Nursing         ,,,,Nursing,Health/Medicine,,
RSA,19641012.03,CMC,WPH,,$$$,Nursing         ,,,,Nursing,Health/Medicine,,
RSA,19641012.04,FDC,PRV,,$$$,Nurses         ,,152,,Nursing,Health/Medicine,,
RSA,19641012.05,FIL,PRV,,$$,Prepex Stamp Exhibition       ,,152,,Stamp Exhibition,,,
RSA,19641012.06,FIL,PRV,,$$,Prepex Stamp Exhibition       ,,152,,Stamp Exhibition,,,
RSA,19641026.01,CMC,PRV,,$$$,50 Years Nursing Ass      ,,153,,Nursing,Health/Medicine,,
RSA,19641026.02,CMC,PRV,,$$$,50 Years Nursing Ass      ,,153,,Nursing,Health/Medicine,,
RSA,19650517.01,FDC,SPO,0.001,$$$$$$,ITU with 2 diamonds on back    ,,155,,ITU,,,
RSA,19650517.02,FDC,SPO,0.001,$$$$$$,ITU with 3 diamonds on back    ,,155,,ITU,,,
RSA,19650517.03,FDC,PRV,,$$$$,ITU         ,,155,,ITU,,,
RSA,19650517.04,FDC,PRV,,$$$$,ITU         ,,155,,ITU,,,
RSA,19650517.05,FDC,PRV,,$$$$,ITU         ,,155,,ITU,,,
RSA,19651013.01,FIL,PRV,,$$,Paarl Stamp Exhibition       ,,157,,Stamp Exhibition,,,
RSA,19651021.01,FDC,PRV,,$$$$,Dutch Reformed Church       ,,158,,Religion/Churches,,,
RSA,19651021.02,FDC,SPO,0.002,$$$$,Dutch Reformed Church       ,52000,158,,Religion/Churches,,,
RSA,19651021.03,FDC,PRV,,$$$$,Dutch Reformed Church       ,,158,,Religion/Churches,,,
RSA,19651230.01,FLT,FAL,,$$$$,Lufthansa flight Hamburg to JHB     ,,,,Flight and Aircraft,,,
RSA,19660111.01,CMC,PRV,,$$,SANAE Mv RSA,,117,,Antarctica,Ships/Maritime,,
RSA,19660412.01,CMC,PRV,,$$$,Balloon flight Dutch Balloon Marco Polo ,,,,Flight and Aircraft,Balloon Flights,,
RSA,19660516.01,FIL,PRV,,$$,Stamp Exhibition 1966       ,,159,,Stamp Exhibition,,,
RSA,19660531.01,FDC,SPO,0.003,$$$$,Anniv. of the Republic      ,70000,160,,National Festivals,,,
RSA,19660531.02,FDC,PRV,,$$$,Anniv. of the Republic     ,,160,,National Festivals,,,
RSA,19660531.03,CMC,PRV,,$$$,Jamboree Republic Festival       ,,260,,Boy Scouts/Girl Guides,,,
RSA,19660601.01,CMC,PRV,,$$,Golden Gate new post stamp     ,,,,Landscapes/Nature,,,
RSA,19660601.02,CMC,PRV,,$$,Bontebok Park date stamp      ,,,,Wildlife,,,
RSA,19661003.01,CMC,PRV,,$$,Cape Point Nature Reserve new post mark   ,,,,Landscapes/Nature,,,
RSA,19661003.02,CMC,PRV,,$$,Tsitsikamma New Postmark       ,,,,Landscapes/Nature,,,
RSA,19661101.01,FLT,PRV,,$$$$,First Flight Botswana SA      ,,,,Flight and Aircraft,,,
RSA,19661206.01,FDC,SPO,0.004,$$,Verwoerd         ,70000,165,,Presidents and Leaders,,,
RSA,19661206.02,FDC,WPH,,$,Verwoerd         ,,,,Presidents and Leaders,,,
RSA,19661206.03,FDC,PRV,,$,Verwoerd         ,,,,Presidents and Leaders,,,
RSA,19661206.04,FDC,PRV,,$,Verwoerd         ,,,,Presidents and Leaders,,,
RSA,19670103.01,FLT,FAL,,$$$$,Lufthansa International Tourist Year       ,,,,Flight and Aircraft,,,
RSA,19670403.01,FLT,FAL,,$$$$,Qantas First Jet Flight JHB Sydney    ,,,,Flight and Aircraft,,,
RSA,19670403.02,FLT,FAL,,$$$$,Qantas First Jet Flight JHB Port Louis   ,,,,Flight and Aircraft,,,
RSA,19670918.01,CMC,PRV,,$$$,Rugby Test JHB SA NZ     ,,,,Sport,Rugby,,
RSA,19671002.01,FLT,FAL,,$$$$,Lesotho Airways flight Maseru JHB     ,,,,Flight and Aircraft,,,
RSA,19671002.02,FLT,FAL,,$$$$,Lesotho Airways flight JHB Maseru,,,,Flight and Aircraft,,,
RSA,19671010.01,FIL,PRV,,$$,Vrypex Stamp Exhibition       ,,166,,Stamp Exhibition,,,
RSA,19671021.01,CMC,PRV,,$$,75 Years Vereeniging       ,,167,,Manufacturing/Industries,,,
RSA,19671021.02,CMC,PRV,,$$,75 Years Vereeniging       ,,167,,Manufacturing/Industries,,,
RSA,19671031.01,FDC,SPO,0.006,$$$,450th Ann. of Reformation Martin Luther,34700,168,,Religion/Churches,Famous Persons,,
RSA,19671031.02,FDC,WPH,,$$$,450th Ann. of Reformation Martin Luther,,,,Religion/Churches,Famous Persons,,
RSA,19680227.01,RWY,PRV,,$$$$,Show Train        ,1500,169,25,Railway/Trains,,,
RSA,19680401.01,FLT,FAL,,$$$$,Lufthansa flight JHB Munchen      ,,,,Flight and Aircraft,,,
RSA,19680407.01,FLT,FAL,,$$$$,Lufthansa flight Munchen JHB      ,,,,Flight and Aircraft,,,
RSA,19680410.01,FDC,SPO,0.007,$$$,Jim Fouche        ,36400,170,,Presidents and Leaders,,,
RSA,19680410.02,FDC,WPH,,$$$,Jim Fouche        ,,170,,Presidents and Leaders,,,
RSA,19680411.01,FLT,FAL,,$$$$,Swissair flight Zurich to JHB     ,,,,Flight and Aircraft,,,
RSA,19680412.01,FLT,FAL,,$$$$,Swissair flight JHB Zurich      ,,,,Flight and Aircraft,,,
RSA,19680921.01,FDC,SPO,0.008,$$$,Hertzog         ,35000,172,,Presidents and Leaders,Boer War,,
RSA,19680921.02,FDC,WPH,,$$,Hertzog         ,,172,,Presidents and Leaders,Boer War,,
RSA,19681016.01,FIL,PRV,,$$$$,Elpex Stamp Exhibition       ,,173,,Stamp Exhibition,Fish and Marine Life,,
RSA,19690223.01,FLT,SPO,0.009,$$$$,Flight New York JHB      ,17000,174,,Flight and Aircraft,,,
RSA,19690224.01,FLT,PRV,,$$$$,SAA First flight New York Rio JHB   ,,,,Flight and Aircraft,,,
RSA,19690224.02,FLT,PRV,,$$$$,SAA First flight New York Rio JHB   ,,,,Flight and Aircraft,,,
RSA,19690224.03,FLT,PRV,,$$$$,SAA First flight New York Rio JHB   ,,,,Flight and Aircraft,,,
RSA,19690226.01,CMC,PRV,,$$,New date stamp Reinet House     ,,175,,Museums,,,
RSA,19690315.01,FDC,WPH,,$$,SA Games        ,,176,,Sport,Atletics,,
RSA,19690315.02,FDC,SPO,0.010,$$,SA Games        ,41600,176,,Sport,,,
RSA,19690402.01,FLT,FAL,,$$$$,Iberia Flight JHB to Madrid,,,,Flight and Aircraft,,,
RSA,19690707.01,FDC,SPO,0.011,$$,Heart Transplant Chris Barnard,49800,177,,Health/Medicine,Famous Persons,,
RSA,19690707.02,FDC,WPH,,$$,Heart Transplant Chris Barnard,,177,,Health/Medicine,Famous Persons,,
RSA,19691006.01,FDC,SPO,0.012,$$$,ZAR         ,49000,180,,Boer War,,,
RSA,19691007.01,FIL,PRV,,$$$,ZAR 100 Stamp Exhibition JHB     ,,178,,Boer War,Stamp Exhibition,,
RSA,19691010.01,FDC,SPO,0.012A,$$$$$,ZAR with Helicopter stamp      ,,181,,Boer War,Flight and Aircraft,,
RSA,19691114.01,CMC,PRV,,$$$,DSIF51 Comm.  Apollo 12 launch     ,,,,Astronomy/Space,,,
RSA,19691119.01,CMC,PRV,,$$$,DSIF51 Comm. landing on the moon Apollo 12  ,,,,Astronomy/Space,,,
RSA,19691205.01,CMC,PRV,,$$$,Replica of Padrao Da Gama Mosselbay    ,,,,,,,
RSA,19700201.01,FLT,SAA,,$$$$,SAA First Flight CPT London      ,,,,Flight and Aircraft,,,
RSA,19700214.01,FDC,SPO,0.013,$$,Water with Air Mail Tag     ,30400,182,,Water and Sanitation,,,
RSA,19700214.02,FDC,SPO,0.013A,$$$$$$,Water without Air Mail Tag     ,,182,,Water and Sanitation,,,
RSA,19700214.03,FDC,PRV,,$$,Water         ,,182,,Water and Sanitation,,,
RSA,19700214.04,FDC,WPH,,$$,Water         ,,,,Water and Sanitation,,,
RSA,19700214.05,FDC,PRV,,$$,Water         ,,,,Water and Sanitation,,,
RSA,19700524.01,CMC,PRV,,$$$,100th Birthday Jan Smuts      ,,,,Boer War,Famous Persons,,
RSA,19700613.01,CMC,PRV,,$$,British Setllers        ,,183,,Settlers,,,
RSA,19700701.01,CMC,PRV,,$$,Camporee Pinetown        ,,184,,Boy Scouts/Girl Guides,,,
RSA,19700701.02,CMC,PRV,,$$,Camporee Pinetown        ,,184,,Boy Scouts/Girl Guides,,,
RSA,19700824.01,FDC,SPO,0.014,$$$,Biblia 70        ,29000,186,,Religion/Churches,,,
RSA,19701019.01,FIL,PRV,,$$,Setpax stamp exhibition       ,,187,,Settlers,Stamp Exhibition,,
RSA,19701116.01,CMC,PRV,,$$,Water 70 Convention       ,,188,,Water and Sanitation,,,
RSA,19710417.01,FDC,SPO,0.015,$$$$,Strydom Tower with 4c      ,22000,189,,Communication,,,
RSA,19710510.01,FLT,FAL,,$$$$,Lufthansa flight JHB Entebbe      ,,,,Flight and Aircraft,,,
RSA,19710517.01,FLT,FAL,,$$$$,Lufthansa flight Entebbe JHB      ,,,,Flight and Aircraft,,,
RSA,19710522.01,FDC,SPO,0.016,$$,Int stamp Exhibition       ,40000,190,,Stamp Exhibition,,,
RSA,19710522.02,FDC,SPO,0.015,$$$$,Strydom Tower with 5c      ,10000,189,,Communication,,,
RSA,19710522.03,CMC,PRV,,$$,RSA 10 Antarctic Treaty        ,,189,,Antarctica,National Festivals,,
RSA,19710522.04,CMC,PRV,,$$,RSA 10 Boys Scouts,,189,,Boy Scouts/Girl Guides,National Festivals,,
RSA,19710523.01,FIL,PRV,,$$,RSA 10 Int Stamp Exhibition,,189,,Stamp Exhibition,National Festivals,,
RSA,19710525.01,CMC,PRV,,$$,RSA 10 Army Day,,193,,Military,National Festivals,,
RSA,19710526.01,CMC,PRV,,$$,RSA 10 Parachute Mail        ,,190,,Military,Flight and Aircraft,National Festivals,
RSA,19710527.01,CMC,PRV,,$$,RSA 10 Boys Scouts        ,,194,,Boy Scouts/Girl Guides,National Festivals,,
RSA,19710527.02,CMC,PRV,,$$,RSA 10 Jeugdag         ,,194,,Child,National Festivals,,
RSA,19710527.03,CMC,PRV,,$$,RSA 10 Boys Scouts        ,,194,,Boy Scouts/Girl Guides,National Festivals,,
RSA,19710528.01,CMC,PRV,,$$,RSA 10 Navy Day        ,,195,,Military,National Festivals,,
RSA,19710529.01,CMC,PRV,,$$,RSA 10 Air Force Day       ,,196,,Military,Flight and Aircraft,National Festivals,
RSA,19710531.01,FDC,SPO,0.017,$$,10th Ann. Republic of SA     ,38000,197,26,National Festivals,,,
RSA,19710531.02,FDC,SPO,0.017A,$$$$$$,10th Ann. of RSA without airmailtag    ,,197,,National Festivals,,,
RSA,19710531.03,FDC,PRV,,$$,10th Ann. Republic of SA     ,,197,,National Festivals,,,
RSA,19710531.04,CMC,PRV,,$$,Caspip Stamp Exhibition       ,,197,,Stamp Exhibition,,,
RSA,19710726.01,CMC,PRV,,$$$,DSIF51 Comm Apollo 15 launch     ,,,,Astronomy/Space,,,
RSA,19711026.01,FDC,SPO,0.018,$$$$,Garden Show,16330,198,,Flora/Flowers,,,
RSA,19711103.01,FLT,FAL,,$$$$,Lufthansa flight JHB Kinshasa      ,,,,Flight and Aircraft,,,
RSA,19711103.02,FLT,FAL,,$$$$,Lufthansa flight Kinshasa to JHB     ,,,,Flight and Aircraft,,,
RSA,19711210.01,FDC,SPO,0.019,$$$$,First Flight JHB London      ,18000,200,,Flight and Aircraft,,,
RSA,19711216.01,CMC,PRV,,$$,Bloedrivier         ,,201,,Voortrekkers,,,
RSA,19720203.01,FLT,FAL,,$$$$,Lufthansa flight Frankfurt Nairobi JHB     ,,,,Flight and Aircraft,,,
RSA,19720204.01,FLT,FAL,,$$$$,Lufthansa flight JHB Nairobi      ,,,,Flight and Aircraft,,,
RSA,19720204.02,FLT,FAL,,$$$$,Lufthansa flight Nairobi to JHB     ,,,,Flight and Aircraft,,,
RSA,19720204.03,FLT,FAL,,$$$$,Lufthanza flight JHB Frankfurt,,,,Flight and Aircraft,,,
RSA,19720212.01,FLT,KPA,0.01,$$$$$$,Concorde Flight Johannesburg Cape Town,30,,,Flight and Aircraft,,,
RSA,19720304.01,FDC,SPO,0.020,$$,Hendrik Verwoerd Dam       ,36000,202,,Bridges/Dams,Water and Sanitation,,
RSA,19720304.03,CMC,PRV,,$$,Rondebosch Boys High Parachute Mail,,,,Education,,,
RSA,19720304.02,FDC,SPO,0.020,$$,Hendrik Verwoerd Dam Orange Cattle     ,,202,,Bridges/Dams,Water and Sanitation,,
RSA,19720416.01,CMC,PRV,,$$$,DSIF51 Comm launch Apollo 16     ,,,,Astronomy/Space,,,
RSA,19720421.01,CMC,PRV,,$$$,DSIF51 Comm landing on the moon ORION   ,,,,Astronomy/Space,,,
RSA,19720515.01,FDC,SPO,0.021,$$$,Sheep         ,29900,203,,Agriculture/Farming,,,
RSA,19720607.01,CMC,PRV,,$$$,Coins on Cover A,,,,,,,
RSA,19720607.02,CMC,PRV,,$$$,Coins on Cover B,,,,,,,
RSA,19720607.03,CMC,PRV,,$$$,Coins on Cover C,,,,,,,
RSA,19720825.01,FLT,FAL,,$$$$,Lufthansa flight JHB Munchen Olympic Team    ,,,,Flight and Aircraft,,,
RSA,19720904.01,FDC,SPO,0.022,$$$,Blue Train        ,21500,205,27,Railway/Trains,,,
RSA,19720919.01,FDC,SPO,0.023,$$,SPCA         ,29000,206,,,,,
RSA,19721101.01,FLT,FAL,,$$$$,SAS flight Wien Nairobi JHB     ,,,,Flight and Aircraft,,,
RSA,19721102.01,FLT,FAL,,$$$$,SAS flight JHB Vienna      ,,,,Flight and Aircraft,,,
RSA,19721120.01,CMC,PRV,,$$$,Queen Silver Wedding       ,,,,Royals,,,
RSA,19721207.01,CMC,PRV,,$$$,DSIF51 Comm Apollo 17 launch     ,,,,Astronomy/Space,,,
RSA,19721211.01,CMC,PRV,,$$$,DSIF51 Comm landing on the moon Apollo 17 Challenger ,,,,Astronomy/Space,,,
RSA,19730107.01,FLT,FAL,,$$$$,BOAC Flight JHB Haneda      ,,,,Flight and Aircraft,,,
RSA,19730201.01,FDC,SPO,0.024,$$,Escom         ,35000,208,28,Energy,,,
RSA,19730323.01,FDC,SPO,0.025,$$,RSA Games        ,31000,209,,Sport,,,
RSA,19730402.01,FDC,SPO,0.026,$$,Unisa         ,41500,210,,Education,,,
RSA,19730402.02,FLT,KPA,0.02,$$$$$$,Flight JHB Buenos Aires,45,,,Flight and Aircraft,,,
RSA,19730429.01,FLT,FAL,,$$$$,PanAm cargo flight New York JHB    ,,,,Flight and Aircraft,,,
RSA,19730602.01,FDC,SPO,0.027,$$$,Wolraad Woltemade        ,36000,212,,Famous Persons,,,
RSA,19730623.01,FDC,SPO,0.028,$$,Hockey         ,26000,213,,Sport,,,
RSA,19730727.01,FDC,SPO,0.029,$$$,Green Heritage        ,27000,214,,Flora/Flowers,,,
RSA,19730801.01,FDC,SPO,0.030,$$,CJ. Langenhoven        ,45600,215,,Afrikaans language,Famous Persons,,
RSA,19730831.01,FLT,KPA,0.03,$$$$,Air Rhodesia flight JHB Salisbury    ,47,,,Flight and Aircraft,,,
RSA,19730901.01,FLT,KPA,0.03A,$$$$,Air Rhodesia flight Salisbury JHB,47,,,Flight and Aircraft,,,
RSA,19730903.01,FLT,SAA,001,$$$$$$,SAA Flight London JHB (1st non-stop),1000,,,Flight and Aircraft,,,
RSA,19730903.02,FLT,KPA,0.04,$$$$,SAA first nonstop flight JHB London   ,100,,,Flight and Aircraft,,,
RSA,19730924.01,FDC,SPO,0.031,$$,Kimberlite Diamonds        ,28500,216,,Mining/Minerals,Gem Stones/Jewels,,
RSA,19731001.01,FDC,SPO,0.032,$$,World Telecom Day       ,31500,217,,Communication,,,
RSA,19731101.01,FLT,KPA,0.05,$$$$,SAA flight JHB Bloem return,106,,,Flight and Aircraft,,,
RSA,19731101.02,FLT,FAL,,$$$$,Rhodesia Airways flight Salisbury JHB     ,,,,Flight and Aircraft,,,
RSA,19731101.03,FLT,FAL,,$$$$,Rhodesia Airways flight Salisbury JHB     ,,,,Flight and Aircraft,,,
RSA,19731102.01,FLT,KPA,0.06,$$$$,SAA Johannesburg New York via Ilha do Sal,100,,,Flight and Aircraft,,,
RSA,19731102.02,FLT,SAA,002,$$$$,SAA Flight JHB New York (same as KMP06 and APH01),2000,,,Flight and Aircraft,,,
RSA,19731102.03,FLT,APH,001,$$$$,SAA Johannesburg New York via Ilha do Sal (same as SAA02),,,,Flight and Aircraft,,,
RSA,19731103.01,FLT,FAL,,$$$$,Rhodesia Airways flight Bulawayo to JHB    ,,,,Flight and Aircraft,,,
RSA,19731103.02,FLT,PRV,,$$$$,Flight Durban Salisbury,46,,,Flight and Aircraft,,,
RSA,19731103.03,FLT,KPA,0.07,$$$$,Flight Salisbury Durban (SAA),,,,Flight and Aircraft,,,
RSA,19731103.04,FLT,KPA,0.09,$$$$,Flight Durban Salisbury (air Rhodesia),46,,,Flight and Aircraft,,,
RSA,19731103.05,FLT,KPA,0.08,$$$$,Flight Durban Salisbury (SAA),,,,Flight and Aircraft,,,
RSA,19731103.06,FLT,FAL,,$$$,Air Rhodesia Boeing 720 Flight Durban Salisbury,,,,Flight and Aircraft,,,
RSA,19731104.01,FLT,FAL,,$$$,Air Rhodesia Boeing 720 Salisbury Durban,,,,Flight and Aircraft,,,
RSA,19731104.02,FLT,PRV,,$$$,Air Rhodesia Boeing 720 Salisbury Durban,,,,Flight and Aircraft,,,
RSA,19731122.01,FLT,APH,003,$$$,Demo flight A300 Airbus JHB CPT    ,,,,Flight and Aircraft,,,
RSA,19740314.01,FDC,SPO,0.033,$,Tulbach Restoration        ,43700,218,,Towns/Cities History,,,
RSA,19740406.01,FDC,SPO,0.034,$,Burgerspond         ,44409,219,,,,,
RSA,19740406.02,FLT,KPA,0.10A,$$$$,Flight JHB Selebi Pikwe     ,122,,,Flight and Aircraft,,,
RSA,19740419.01,CMC,PRV,,$,Vereeniging Stamp Club       ,,,,Stamp Exhibition,,,
RSA,19740522.01,FDC,SPO,0.035,$,DF Malan        ,44000,220,,Presidents and Leaders,,,
RSA,19740526.01,FLT,KPA,0.11,$$$$,Flight JHB Reunion,107,,,Flight and Aircraft,,,
RSA,19740613.01,FDC,SPO,0.036,$,Sugar         ,45000,221,,Agriculture/Farming,Manufacturing/Industries,,
RSA,19740626.02,FLT,KPA,0.12,$$$$,Flight JHB Hong Kong,106,,,Flight and Aircraft,,,
RSA,19740626.01,FLT,SAA,003,$$$,SAA Flight JHB Hong Kong (via Seychelles)   ,2000,222,,Flight and Aircraft,,,
RSA,19740713.01,FDC,SPO,0.037,$,Broadcasting         ,44000,223,,Communication,,,
RSA,19740713.02,FDC,SPO,0.038,$,British Settlers Monument       ,47000,224,,Settlers,Monuments,,
RSA,19740727.01,CMC,PRV,,$$$,Rugby Lions Tour       ,,,,Sport,Rugby,,
RSA,19740804.01,FLT,KPA,0.13,$$$$,Flight JHB Amsterdam,90,,,Flight and Aircraft,,,
RSA,19740831.01,CMC,PRV,,$$$,Santarama Miniland        ,,226,,,,,
RSA,19740916.01,FLT,KPA,0.14,$$$$,Flight JHB CPT,100,,,Flight and Aircraft,,,
RSA,19740917.01,FLT,PRV,,$$$$,Lockheed Tri Star JHB Lusaka,,,,Flight and Aircraft,,,
RSA,19741001.01,FLT,KPA,0.16,$$$$,Flight Airfreight Safair JHB PE,,,,Flight and Aircraft,,,
RSA,19741001.02,FLT,KPA,0.15,$$$$,Airfreight JHB Durban,109,,,Flight and Aircraft,,,
RSA,19741007.01,CMC,KPC,01,$$$,SAPHIL 1974     ,,228,,Stamp Exhibition,,,
RSA,19741007.02,FIL,SPO,,$$,SAPHIL 1974 Stamp Exhibition,,,,Stamp Exhibition,,,
RSA,19741009.01,FDC,SPO,0.039,$,UPU         ,48795,229,29,Postal History,UPU,,
RSA,19741011.01,CMC,PRV,,$$,SAPHIL 74 Pretoria       ,,,,Stamp Exhibition,,,
RSA,19741012.01,CMC,PRV,,$$,Anglo Boer War Kraaipan      ,2500,230,30,Boer War,,,
RSA,19741031.01,CMC,KPC,02,$$$,Kimberley Big Hole,,,,Mining/Minerals,,,
RSA,19741120.01,FDC,SPO,2.001,$$$,Second Def. Issue Folder      ,,231,,Birds/Bats,Fish and Marine Life,Flora/Flowers,Definitive Series
RSA,19741120.02,FDC,PRV,,$$$,Second Def Issue,,,,Birds/Bats,Fish and Marine Life,Flora/Flowers,Definitive Series
RSA,19741201.01,FLT,KPA,0.17,$$$$,Kempair 1st Hawker Siddeley Comb Flight    ,100,,,Flight and Aircraft,,,
RSA,19741206.01,FDC,SPO,2.002,$,Voortrekker Monument        ,55000,232,,Voortrekkers,Monuments,,
RSA,19750203.01,FLT,KPA,0.18,$$$$,Flight CPT Windhoek,100,,,Flight and Aircraft,,,
RSA,19750211.01,FLT,KPA,0.21,$$$$,Flight Victoria Falls to JHB    ,107,,,Flight and Aircraft,,,
RSA,19750211.02,FLT,KPA,0.20,$$$$,Flight JHB to Victoria Falls ,86,,,Flight and Aircraft,,,
RSA,19750222.01,CMC,KPK,02,$$$,Opening of new Post Office Kempton Park,,,,Postal History,,,
RSA,19750226.01,FDC,SPO,2.003,$,Sasol         ,52400,233,,Energy,Manufacturing/Industries,,
RSA,19750228.01,CMC,KPK,03,$$$,Relief of Ladysmith,,,,Boer War,,,
RSA,19750310.01,CMC,PRV,,$$,60 Years Motorised Newspaper delivery     ,,,,Transport,Communication,,
RSA,19750403.01,FLT,KPA,0.22,$$$$,SAA JHB Selebi Pikwe,103,,,Flight and Aircraft,,,
RSA,19750406.01,FLT,FAL,,$$$$,TAP flight JHB Lisbon      ,,,,Flight and Aircraft,,,
RSA,19750406.02,FLT,FAL,,$$$$,TAP flight Lisbon to JHB     ,,,,Flight and Aircraft,,,
RSA,19750409.01,FIL,PRV,,$$$,Cape Town Festival Stamp Exhibition     ,,234,,Stamp Exhibition,,,
RSA,19750409.02,CMC,KPC,03,$$$,Cape Town Festival    ,,234,,Stamp Exhibition,,,
RSA,19750419.03,FDC,SPO,2.004,$,State President Diederichs       ,62000,236,,Presidents and Leaders,,,
RSA,19750421.01,CMC,KPC,04,$$$,Gemsbok Park,,,,Wildlife,,,
RSA,19750429.01,CMC,KPC,05,$$$,Rand Show (also with date stamp 19/4/1975),,,,Cars,,,
RSA,19750501.01,CMC,KPC,06,$$$,Springbok Radio 25 Years,,,,Communication,,,
RSA,19750513.01,FLT,KPA,0.23,$$$$,Flight JHB CPT,102,,,Flight and Aircraft,,,
RSA,19750517.01,CMC,PRV,,$$$,Mafeking Boys Scouts,,,,Boy Scouts/Girl Guides,,,
RSA,19750524.01,FDC,SPO,2.005,$,Jan Smuts        ,65000,238,,Presidents and Leaders,,,
RSA,19750531.01,CMC,PRV,,$$$,Comrades Marathon 50 Years      ,,,,Sport,,,
RSA,19750618.01,FDC,SPO,2.006,$,Thomas Baines        ,60000,240,,Paintings,,,
RSA,19750618.02,FDC,SPO,,$$$$,MS Thomas Baines       ,,240,,Paintings,,,
RSA,19750618.03,FDC,PRV,,$$$,MS Thomas Baines       ,,240,,Paintings,,,
RSA,19750618.04,FDC,KPK,04,$$$$,Thomas Baines       ,,240,,Paintings,,,
RSA,19750618.05,FDC,SPO,2.006,$$$$,MS Thomas Baines,,240,,Paintings,,,
RSA,19750630.01,CMC,PRV,,$$,Geokongres 75 Stellenbosch       ,,241,,,,,
RSA,19750714.01,CMC,AER,5,$$$$,Silver Falcons        ,,242,,Flight and Aircraft,Military,,
RSA,19750714.02,CMC,SPO,,$$,Medical Association Congress,,242,,Health/Medicine,,,
RSA,19750814.01,FDC,SPO,2.007,$,Genootskap van Regte Afrikaaners      ,139000,244,,Afrikaans language,,,
RSA,19750814.02,FDC,SPO,2.007A,$,Genootskap van Regte Afrikaaners      ,,243,,Afrikaans language,,,
RSA,19750822.01,CMC,PRV,,$$,Orange Fish Tunnel       ,,245,,Water and Sanitation,,,
RSA,19750909.01,CMC,PRV,,$,Paarl 75 Stamp Exhibition      ,,246,,Stamp Exhibition,,,
RSA,19750910.01,CMC,KPC,08,$$$,Voortrekker Monument,,,,Voortrekkers,Monuments,,
RSA,19750911.01,FDC,SPO,2.008,$,Postal Sorting        ,,247,,Postal History,,,
RSA,19750915.01,CMC,KPC,05,$$$,150 Years Worlds first Public Railway,,,,Railway/Trains,,,
RSA,19750920.01,RWY,PRV,,$$$,Last Jouney Ann Smith Locomotive     ,350,,35,Railway/Trains,,,
RSA,19750927.01,CMC,KPC,09,$$$,Unveiling JC Smuts Memorial   ,,,,Presidents and Leaders,Monuments,,
RSA,19750930.01,CMC,PRV,,$$$,Air Africa Lanseria       ,,248,,Flight and Aircraft,,,
RSA,19751003.01,CMC,SHP,,$$$,Last Voyage SA Oranje      ,,249,,Ships/Maritime,,,
RSA,19751010.01,FDC,SPO,2.009,$,Taal Monument        ,100000,250,,Afrikaans language,,,
RSA,19751010.02,CMC,PRV,,$$$,Taal Monument        ,,250,,Afrikaans language,,,
RSA,19751010.03,CMC,PRV,,$$$,Taal Monument (Baanbrekers),,250,,Afrikaans language,,,
RSA,19751010.04,CMC,PRV,,$$,100 Years Lutherse Kerk Paarl     ,,250,,Religion/Churches,,,
RSA,19751010.05,CMC,PRV,,$$$$$,Taal Monument Sterling Silver Coin     ,,250,,Afrikaans language,,,
RSA,19751010.06,CMC,PRV,,$$$,Taal Monument (MER),,250,,Afrikaans language,,,
RSA,19751010.07,CMC,PRV,,$$$,Taal Monument (Genootskap van regte Afrikaners),,250,,Afrikaans language,,,
RSA,19751010.08,CMC,PRV,,$$$,Taal Monument (Afrikaanse Patriot),,250,,Afrikaans language,,,
