Area,Date,Type,Issued By,No,Value,Description,# Issued,Atlas,Alberta,Theme A,Theme B,Theme C,Theme D
RSA,19731104.01,FLT,FA,,$$$$,Air Rhodesia Boeing 720 Salisbury Durban,,,,Flight and Aircraft,,,
RSA,19750406.01,FLT,FA,,$$$$,TAP flight JHB Lisbon      ,,,,Flight and Aircraft,,,
RSA,19750406.02,FLT,FA,,$$$$,TAP flight Lisbon to JHB     ,,,,Flight and Aircraft,,,
RSA,19760705.01,FLT,FA,,$$$$,BA flight Geneve to JHB     ,,,,Flight and Aircraft,,,
RSA,19761215.01,FLT,FA,,$$$$,SAS flight Copenhagen JHB,,,,Flight and Aircraft,,,
RSA,19761216.02,FLT,FA,,$$$$,SAS flight JHB Copenhagen      ,,,,Flight and Aircraft,,,
RSA,19771111.03,FLT,FA,,$$$,25 Years Ann. First Scheduled Jet Service   ,,312,,Flight and Aircraft,,,
RSA,19780807.05,FLT,FA,,$$$,Royal Swazi flight Swaziland Durban     ,,,,Flight and Aircraft,,,
RSA,19780807.06,FLT,FA,,$$$,Flight Durban to Swaziland      ,,,,Flight and Aircraft,,,
RSA,19890402.01,FLT,FA,,$$$,Air Botswana Flight JHB Maun Windhoek    ,,,,Flight and Aircraft,,,
RSA,19901026.01,FLT,FA,,$$$,El Al flight JHB Tel Aviv,,,,Flight and Aircraft,,,
RSA,19911026.02,FLT,FA,,$$$,Swissair flight Zurich JHB      ,,,,Flight and Aircraft,,,
RSA,19911029.01,FLT,FA,,$$$,Swissair flight Geneve JHB      ,,,,Flight and Aircraft,,,
RSA,19920315.01,FLT,FA,,$$$,BA Flight Concorde,,,,Flight and Aircraft,,,
RSA,19920329.01,FLT,FA,,$$$,Singapore Airlines JHB to Singapore,,,,Flight and Aircraft,,,
RSA,19921028.01,FLT,FA,,$$$,Lufthansa 747 flight CPT JHB Frankfurt    ,,,,Flight and Aircraft,,,
RSA,19930703.01,FLT,FA,,$$$,Swissair CPT Zurich,,,,Flight and Aircraft,,,
RSA,19931002.01,FLT,FA,,$$$,Air India flight JHB Durban Bombay    ,,,,Flight and Aircraft,,,
RSA,19931002.02,FLT,FA,,$$$,Air India flight Bombay Durban JHB  ,,,,Flight and Aircraft,,,
RSA,19931105.01,FLT,FA,,$$$,Lufthansa flight 747 Harare JHB     ,,,,Flight and Aircraft,,,
RSA,19720212.01,FLT,KA,0.01,$$$$$$,Concorde Flight Johannesburg Cape Town,30,,,Flight and Aircraft,,,
RSA,19730402.02,FLT,KA,0.02,$$$$$$,Flight JHB Buenos Aires,45,,,Flight and Aircraft,,,
RSA,19730831.01,FLT,KA,0.03,$$$$,Air Rhodesia flight JHB Salisbury    ,47,,,Flight and Aircraft,,,
RSA,19730901.01,FLT,KA,0.03A,$$$$,Air Rhodesia flight Salisbury JHB,47,,,Flight and Aircraft,,,
RSA,19730903.02,FLT,KA,0.04,$$$$,SAA first nonstop flight JHB London   ,100,,,Flight and Aircraft,,,
RSA,19731101.01,FLT,KA,0.05,$$$$,SAA flight JHB Bloem return,106,,,Flight and Aircraft,,,
RSA,19731102.01,FLT,KA,0.06,$$$$,SAA Johannesburg New York via Ilha do Sal,100,,,Flight and Aircraft,,,
RSA,19731103.03,FLT,KA,0.07,$$$$,Flight Salisbury Durban (SAA),,,,Flight and Aircraft,,,
RSA,19731103.04,FLT,KA,0.09,$$$$,Flight Durban Salisbury (air Rhodesia),46,,,Flight and Aircraft,,,
RSA,19731103.05,FLT,KA,0.08,$$$$,Flight Durban Salisbury (SAA),,,,Flight and Aircraft,,,
RSA,19740406.02,FLT,KA,0.10A,$$$$,Flight JHB Selebi Pikwe     ,122,,,Flight and Aircraft,,,
RSA,19740526.01,FLT,KA,0.11,$$$$,Flight JHB Reunion,107,,,Flight and Aircraft,,,
RSA,19740626.01,FLT,KA,0.12,$$$$,Flight JHB Hong Kong,106,,,Flight and Aircraft,,,
RSA,19740804.01,FLT,KA,0.13,$$$$,Flight JHB Amsterdam,90,,,Flight and Aircraft,,,
RSA,19740916.01,FLT,KA,0.14,$$$$,Flight JHB CPT,100,,,Flight and Aircraft,,,
RSA,19741001.01,FLT,KA,0.16,$$$$,Flight Airfreight Safair JHB PE,,,,Flight and Aircraft,,,
RSA,19741001.02,FLT,KA,0.15,$$$$,Airfreight JHB Durban,109,,,Flight and Aircraft,,,
RSA,19741201.01,FLT,KA,0.17,$$$$,Kempair 1st Hawker Siddeley Comb Flight    ,100,,,Flight and Aircraft,,,
RSA,19750203.01,FLT,KA,0.18,$$$$,Flight CPT Windhoek,100,,,Flight and Aircraft,,,
RSA,19750211.01,FLT,KA,0.21,$$$$,Flight Victoria Falls to JHB    ,107,,,Flight and Aircraft,,,
RSA,19750211.02,FLT,KA,0.20,$$$$,Flight JHB to Victoria Falls ,86,,,Flight and Aircraft,,,
RSA,19750403.01,FLT,KA,0.22,$$$$,SAA JHB Selebi Pikwe,103,,,Flight and Aircraft,,,
RSA,19750513.01,FLT,KA,0.23,$$$$,Flight JHB CPT,102,,,Flight and Aircraft,,,
RSA,19751030.01,FLT,KA,0.24,$$$$,Air Madagascar Last flight Boeing 737 JHB Tanarive  ,119,,,Flight and Aircraft,,,
RSA,19751108.01,FLT,KA,0.25,$$$$,Air Mauritius JHB Mauritius,110,,,Flight and Aircraft,,,
RSA,19751126.01,FLT,KA,0.27,$$$$,Flight JHB Francistown,125,,,Flight and Aircraft,,,
RSA,19751203.03,FLT,KA,0.26,$$$$,Air Rhodesia flight JHB Victoria Falls,125,,,Flight and Aircraft,,,
RSA,19760314.01,FLT,KA,0.29,$$$$,Flight 747 Super B JHB London   ,100,,,Flight and Aircraft,,,
RSA,19760325.01,FLT,KA,0.28,$$$$,Concorde CPT JHB,100,,,Flight and Aircraft,,,
RSA,19760330.01,FLT,KA,0.27A,$$$$,First Deliver Flight Seattle JHB,200,,,Flight and Aircraft,,,
RSA,19760401.01,FLT,KA,0.30,$$$$,Ministerial flight 747SP      ,100,,,Flight and Aircraft,,,
RSA,19760401.02,FLT,KA,0.33,$$$$,SAA flight JHB Maputo     ,100,,,Flight and Aircraft,,,
RSA,19760401.11,FLT,KA,0.32,$$$$,Flight JHB Bulawayo,70,,,Flight and Aircraft,,,
RSA,19760401.12,FLT,KA,0.31,$$$$,Flight Durban Richards Bay     ,100,,,Flight and Aircraft,,,
RSA,19760405.01,FLT,KA,0.34,$$$,Flight JHB Salisbury,100,,,Flight and Aircraft,,,
RSA,19760405.02,FLT,KA,0.35,$$$,Flight JHB Windhoek,100,,,Flight and Aircraft,,,
RSA,19760406.02,FLT,KA,0.36,$$$,Flight JHB Victoria Falls,     ,262,,Flight and Aircraft,,,
RSA,19760504.01,FLT,KA,0.37,$$$,Safair First scheduled freight flight JHB CPT    ,,,,Flight and Aircraft,,,
RSA,19760812.01,FLT,KA,0.38,$$$,Safair Freight flight Lockheed JHB Windhoek     ,,,,Flight and Aircraft,,,
RSA,19761206.01,FLT,KA,0.39,$$$,First Publicity flight SAA Airbus     ,,,,Flight and Aircraft,,,
RSA,19770528.01,FLT,KA,0.40,$$$,Opening of PW Botha Airport CPT George  ,,,,Flight and Aircraft,,,
RSA,19770528.02,FLT,KA,0.40C,$$$,Opening of PW Botha Airport CPT George  (2),,,,Flight and Aircraft,,,
RSA,19780503.01,FLT,KA,0.40A,$$$,Suidwes Lugdiens Kaapstad Windhoek,,,,Flight and Aircraft,,,
RSA,19780731.02,FLT,KA,0.42,$$$,Swazi Air Last Flight Vickers Viscount Matshapa JHB ,,,,Flight and Aircraft,,,
RSA,19780731.03,FLT,KA,0.41,$$$,Swazi Air Last Flight Vickers Viscount JHB Matshapa ,,,,Flight and Aircraft,,,
RSA,19780801.01,FLT,KA,0.43,$$$,Flight Matsapha Durban       ,,,,Flight and Aircraft,,,
RSA,19780801.03,FLT,KA,0.45,$$$,Flight Matsapha Jan Smuts      ,,,,Flight and Aircraft,,,
RSA,19780801.04,FLT,KA,0.46,$$$,Flight JHB Matsapha       ,,,,Flight and Aircraft,,,
RSA,19780807.07,FLT,KA,0.44,$$$,Royal Swazi Durban Matsapha      ,,,,Flight and Aircraft,,,
RSA,19781203.01,FLT,KA,0.47,$$$,Flight JHB Argentina       ,,,,Flight and Aircraft,,,
RSA,19781204.02,FLT,KA,0.48,$$$,Flight Argentina South Africa      ,,,,Flight and Aircraft,,,
RSA,19781217.01,FLT,KA,0.50,$$$,50 Years Wright Brothers Flight,,,,Flight and Aircraft,,,
RSA,19790401.02,FLT,KA,1.01,$$$,Flight DBN Bloem CPT      ,,,,Flight and Aircraft,,,
RSA,19790403.02,FLT,KA,1.02,$$$,Flight JHB Madrid       ,,,,Flight and Aircraft,,,
RSA,19790403.03,FLT,KA,1.03,$$$,Flight CPT Bloem DBN      ,,,,Flight and Aircraft,,,
RSA,19790701.03,FLT,KA,1.05,$$$,First Flight Twin Otter JHB Maseru    ,,,,Flight and Aircraft,,,
RSA,19790701.04,FLT,KA,1.04,$$$,First Flight Twin Otter Maseru JHB    ,,,,Flight and Aircraft,,,
RSA,19801202.01,FLT,KA,1.11,$$$,SAA 747 Combi JHB Madrid Paris Brussels,,,,Flight and Aircraft,,,
RSA,19801204.03,FLT,KA,1.12,$$$,Flight JHB Ilha do Sal New York (APH036),,,,Flight and Aircraft,,,
RSA,19810331.02,FLT,KA,1.13,$$$,Air Mauritius flight JHB MAU India (same as APH026),,,,Flight and Aircraft,,,
RSA,19810401.01,FLT,KA,1.14,$$$,Air Mauritius to JHB (also APH027),,,,Flight and Aircraft,,,
RSA,19810401.02,FLT,KA,1.15,$$$,BA B747 London Durban,,,,Flight and Aircraft,,,
RSA,19810404.02,FLT,KA,1.16,$$$,Flight Durban London       ,,,,Flight and Aircraft,,,
RSA,19810405.01,FLT,KA,1.17,$$$,SAA B747SP London Durban,,,,Flight and Aircraft,,,
RSA,19810422.01,FLT,KA,1.19,$$$,Air Venda Flight Pietersburg Sibasa (same as APH029),,,,Flight and Aircraft,,,
RSA,19820127.02,FLT,KA,1.20,$$$,50th Ann Flight SA to England (same as APH038),,,,Flight and Aircraft,,,
RSA,19820402.05,FLT,KA,1.22,$$$,Flight 737 JHB Blantyre (same as APH039),,,,Flight and Aircraft,,,
RSA,19820402.06,FLT,KA,1.21,$$$,Flight JHB Salisbury Durban (same as APH040),,,,Flight and Aircraft,,,
RSA,19820605.01,FLT,KA,1.23,$$$,SAA Flight JHB Buenos Aires,,,,Flight and Aircraft,,,
RSA,19820624.02,FLT,KA,1.25,$$$,Last B727 flight CPT JHB (also APH056)   ,,,,Flight and Aircraft,,,
RSA,19820624.03,FLT,KA,1.24,$$$,Last B727 flight JHB CPT (also APH055)   ,,,,Flight and Aircraft,,,
RSA,19821101.01,FLT,KA,1.27,$$$,First flight Richards bay to JHB hand cancelled (Also APH042)  ,,,,Flight and Aircraft,,,
RSA,19821101.02,FLT,KA,1.28,$$$,First flight Richards bay to JHB machine cancelled (Also APH042)  ,,,,Flight and Aircraft,,,
RSA,19821101.03,FLT,KA,1.26,$$$,First flight Richards bay to JHB Richards Bay,,,,Flight and Aircraft,,,
RSA,19821124.01,FLT,KA,1.29,$$$,Opening of new runway Jan Smuts Airport,,,,Flight and Aircraft,,,
RSA,19821208.03,FLT,KA,1.33,$$$,Flight JHB Houston (same as APH076),,,,Flight and Aircraft,,,
RSA,19830527.02,FLT,KA,1.42,$$$,Non Stop Trial flight JHB to London (same as APH051),,,,Flight and Aircraft,,,
RSA,19830528.02,FLT,KA,1.43,$$$,Non Stop Trial flight London to JHB,,,,Flight and Aircraft,,,
RSA,19830531.01,FLT,KA,1.44,$$$,Last Flight JHB Gabarone,,,,Flight and Aircraft,,,
RSA,19830603.03,FLT,KA,1.46,$$$,Flight Non Stop London to JHB (same as APH054),,,,Flight and Aircraft,,,
RSA,19830603.04,FLT,KA,1.47,$$$,Flight Non Stop London to JHB (same as APH047),,,,Flight and Aircraft,,,
RSA,19830701.03,FLT,KA,1.45A,$$$,Flight Fokker Friendship JHB Maseru  (same as APH049),,,,Flight and Aircraft,,,
RSA,19830701.04,FLT,KA,1.45,$$$,First Flight Fokker Friendship Maseru JHB (same as APH048),,,,Flight and Aircraft,,,
RSA,19830916.04,FLT,KA,1.50,$$$,Flight Fokker Friendship JHB Margate (same as APH057),,,,Flight and Aircraft,,,
RSA,19830916.05,FLT,KA,1.51,$$$,Flight Fokker Friendship Margate JHB (same as APH058),,,,Flight and Aircraft,,,
RSA,19830916.06,FLT,KA,1.51A,$$$,Flight Fokker Friendship Margate JHB,,,,Flight and Aircraft,,,
RSA,19840114.01,FLT,KA,1.52,$$$,First Test Flight Junkers JU52    ,,,,Flight and Aircraft,,,
RSA,19840131.01,FLT,KA,1.54,$$$,Comair flight JHB PMB      ,,,,Flight and Aircraft,,,
RSA,19840131.02,FLT,KA,1.55,$$$,Comair flight PMB JHB      ,,,,Flight and Aircraft,,,
RSA,19840131.03,FLT,KA,1.53,$$$,Junkers JHB to Rand Airport – flight aborted,,,,Flight and Aircraft,,,
RSA,19840201.01,FLT,KA,1.56,$$$,Flight 50th Ann of SAA (Card),,,,Flight and Aircraft,,,
RSA,19840201.02,FLT,KA,1.58,$$$,50th Ann SAA flight Lisbon JHB    ,,,,Flight and Aircraft,,,
RSA,19840201.04,FLT,KA,1.57,$$$,Flight 50th Ann of SAA,,,,Flight and Aircraft,,,
RSA,19840330.01,FLT,KA,1.59,$$$,UTA flight A la Francaise JHB Paris   ,,,,Flight and Aircraft,,,
RSA,19840928.01,FLT,KA,1.61,$$$,British Airways flight London Cape Town also APH095  ,,,,Flight and Aircraft,,,
RSA,19840929.01,FLT,KA,1.62,$$$,British Airways flight Cape Town London also APH096,,,,Flight and Aircraft,,,
RSA,19841102.02,FLT,KA,1.65,$$$,Flight CPT London       ,,,,Flight and Aircraft,,,
RSA,19841103.01,FLT,KA,1.71,$$$,First Scheduled Non Stop Flight Frankfurt JHB,,,,Flight and Aircraft,,,
RSA,19841103.02,FLT,KA,1.67,$$$,First Scheduled Non Stop Flight JHB Frankfurt,,,,Flight and Aircraft,,,
RSA,19850331.01,FLT,KA,1.73,$$$,SAA flight Johannesburg Zurich      ,,,,Flight and Aircraft,,,
RSA,19850805.02,FLT,KA,1.76,$$$,50th Ann flight Rand Airport     ,,,,Flight and Aircraft,,,
RSA,19860331.01,FLT,KA,1.81,$$$,Resumption Flights to Botswana,,,,Flight and Aircraft,,,
RSA,19860406.01,FLT,KA,1.78,$$$,Halleys Comet Flight date stamped JHB,,,,Flight and Aircraft,,,
RSA,19860407.02,FLT,KA,1.79,$$$,Halleys Comet Flight date stamped Durban,,,,Flight and Aircraft,,,
RSA,19860407.03,FLT,KA,1.80,$$$,Halleys Comet Flight date stamped CPT,,,,Flight and Aircraft,,,
RSA,19870401.09,FLT,KA,,$$$,Comair flight JHB Matsapa,,,,Flight and Aircraft,,,
RSA,19741007.01,CMC,KPPS_KK,01,$$$,SAPHIL 1974     ,,228,,Stamp Exhibition,,,
RSA,19741031.01,CMC,KPPS_KK,02,$$$,Kimberley Big Hole,,,,Mining/Minerals,,,
RSA,19750409.02,CMC,KPPS_KK,03,$$$,Cape Town Festival    ,,234,,Stamp Exhibition,,,
RSA,19750421.01,CMC,KPPS_KK,04,$$$,Gemsbok Park,,,,Wildlife,,,
RSA,19750429.01,CMC,KPPS_KK,05,$$$,Rand Show (also with date stamp 19/4/1975),,,,Cars,,,
RSA,19750501.01,CMC,KPPS_KK,06,$$$,Springbok Radio 25 Years,,,,Telecommunication,,,
RSA,19750910.01,CMC,KPPS_KK,08,$$$,Voortrekker Monument,,,,Voortrekkers,Monuments,,
RSA,19750915.01,CMC,KPPS_KK,05,$$$,150 Years Worlds first Public Railway,,,,Railway/Trains,,,
RSA,19750927.01,CMC,KPPS_KK,09,$$$,Unveiling JC Smuts Memorial   ,,,,Presidents and Leaders,Monuments,,
RSA,19760102.02,CMC,KPPS_KK,07,$$$,Cape Town Castle    ,,254,,Monuments,,,
RSA,19760401.10,FLT,KPPS_KK,10,$$$,Jan Smuts Airport       ,,261,,Flight and Aircraft,,,
RSA,19761208.01,CMC,KPPS_KK,12A,$$$,Christmas Card posted in Bethlehem,,,,Religion/Churches,Christmas,,
RSA,19770417.01,CMC,KPPS_KK,12,$$$,25th Ann of Jan Smuts  ,,,,Flight and Aircraft,,,
RSA,19780401.01,CMC,KPPS_KK,10,$$$,50th Ann of Jan Smuts ,,,,Flight and Aircraft,,,
RSA,19780411.01,CMC,KPPS_KK,11,$$$,Marion Island,,,,Antarctica,,,
RSA,19781117.02,CMC,KPPS_KK,11,$$$,Gough island    ,,,,Antarctica,,,
RSA,19820715.03,CMC,KPPS_KK,13,$$$,Rissik Street Post Office JHB,,,,Architecture,,,
RSA,19750222.01,CMC,KPPS_K,02,$$$,Opening of new Post Office Kempton Park,,,,Postal History,,,
RSA,19750228.01,CMC,KPPS_K,03,$$$,Relief of Ladysmith,,,,Boer War,,,
RSA,19750618.04,FDC,KPPS_K,04,$$$$,Thomas Baines       ,,240,,Paintings,,,
RSA,19751101.01,CMC,KPPS_K,08,$$$,KEMP Unveiling Irish Monument Hertzog Tower,,,,Monuments,,,
RSA,19760401.09,CMC,KPPS_K,10,$$$,Richards Bay Harbour       ,,260,,Railway/Trains,Ships/Maritime,,
RSA,19760430.01,FIL,KPPS_K,,$$$,Kemp cover Mini Exhibition      ,,,,Stamp Exhibition,,,
RSA,19760820.01,CMC,KPPS_K,06,$$$,Girl Guides        ,,,,Girl Guides,,,
RSA,19770412.01,CMC,KPPS_K,11,$$$,Annexation of Transvaal       ,,,,Boer War,Government and Politics,,
RSA,19770526.01,FDC,KPPS_K,15,$$$,SA Flag       ,,,,Flags,,,
RSA,19770526.02,FDC,KPPS_K,15,$$$,SA Flag       ,,,,Flags,,,
RSA,19770913.01,CMC,KPPS_K,14,$$$,Last Vintage Boat Train SA Vaal,,,,Flight and Aircraft,Ships/Maritime,,
RSA,19790619.02,CMC,KPPS_K,17,$$$,5th State President Marais Viljoen     ,,,,Presidents and Leaders,,,
RSA,19790720.01,CMC,KPPS_K,xxx,$$$,10th Ann Moonlanding,,,,Space,,,
RSA,19810227.02,FDC,KPPS_K,18,$$$,Battle of Amajuba      ,,,,Boer War,Military,,
RSA,19810528.02,CMC,KPPS_K,19,$$$,100th Ann. DF Malherbe      ,,,,Literature/Writers,Famous Persons,Afrikaans language,
RSA,19810531.01,CMC,KPPS_K,20,$$$,20 Years Republic      ,,,,Presidents and Leaders,National Festivals,,
RSA,19930427.01,RWY,KPPS_K,22,$$$,Trains,,,,Railway/Trains,,,
RSA,19770131.01,FLT,KPPS_M,01,$$$$$,Flight JHB Phalaborwa       ,200,,,Flight and Aircraft,,,
RSA,19770505.01,CMC,KPPS_M,06,$$$,VOC Kruithuis        ,,289,,Monuments,,,
RSA,19770507.01,CMC,KPPS_M,07,$$$,MOTHS         ,,290,,Military,,,
RSA,19770531.01,CMC,KPPS_M,09,$$$,75 Years Peace of Vereeniging     ,,,,Boer War,,,
RSA,19770610.01,MIL,KPPS_M,10,$$$,Transvaal Scottish Regiment 75th Ann.     ,,296,,Military,Heraldry/Coat of Arms,Uniforms,
RSA,19751201.01,CMC,P,,2.00,Int Convention of Women      ,,252,,,,,
RSA,19600301.01,CMC,P,,5.00,Kaapse Skou        ,,,,,,,
RSA,19740419.01,CMC,P,,5.00,Vereeniging Stamp Club       ,,,,Stamp Exhibition,,,
RSA,19750909.01,CMC,P,,5.00,Paarl 75 Stamp Exhibition      ,,246,,Stamp Exhibition,,,
RSA,19751010.02,CMC,P,,5.00,Taal Monument        ,,250,,Afrikaans language,,,
RSA,19751010.03,CMC,P,,5.00,Taal Monument (Baanbrekers),,250,,Afrikaans language,,,
RSA,19751010.06,CMC,P,,5.00,Taal Monument (MER),,250,,Afrikaans language,,,
RSA,19751010.07,CMC,P,,5.00,Taal Monument (Genootskap van regte Afrikaners),,250,,Afrikaans language,,,
RSA,19751010.08,CMC,P,,5.00,Taal Monument (Afrikaanse Patriot),,250,,Afrikaans language,,,
RSA,19760102.03,CMC,P,,5.00,Cape Town Castle       ,,254,,Monuments,,,
RSA,19760329.01,FIL,P,,5.00,Afrikaanse Filateliste Vereniging AFV     ,,259,,Afrikaans language,,,
RSA,19760410.01,CMC,P,,5.00,1820 Settlers Monument       ,,263,,Monuments,,,
RSA,19760410.02,CMC,P,,5.00,1820 Settlers Monument       ,,,,Monuments,,,
RSA,19760417.01,CMC,P,,5.00,Hydroplane World Championship       ,,264,,Sport,,,
RSA,19760703.01,CMC,P,,5.00,Shakespeare Festival Grahamstown       ,,263,,Arts/Culture/Traditions,,,
RSA,19761024.01,CMC,P,,5.00,Int Congress of Aviation & Space Medicine   ,,281,,Flight and Aircraft,Health/Medicine,,
RSA,19770312.01,CMC,P,,5.00,National Multiracial Championships       ,,288,,Sport,,,
RSA,19770611.01,MIL,P,,5.00,Army Day Louis Trichardt      ,,,,Military,,,
RSA,19770822.04,CMC,P,,5.00,Rand 77 Stamp Exhibition Israel Philately    ,,,,Stamp Exhibition,,,
RSA,19771017.01,CMC,P,,5.00,Centenary East London Chamber of Commerce    ,,,,Manufacturing/Industries,,,
RSA,19790630.01,FIL,P,,5.00,Grahamstown Philatelic Club 40 Years     ,,,,Stamp Exhibition,,,
RSA,19790704.01,CMC,P,,5.00,Durban Tattoo        ,,,,Military,Uniforms,National Festivals,
RSA,19790907.01,CMC,P,,5.00,Bellville City        ,,,,Towns/Cities History,,,
RSA,19791004.03,FIL,P,,5.00,East Rand Philatelic Society      ,,,,Stamp Exhibition,,,
RSA,19800212.01,CMC,P,,5.00,Ermelo Centenary        ,,,,Towns/Cities History,,,
RSA,19800303.01,CMC,P,,5.00,SAFSI East London,,,,Cars,Transport,,
RSA,19800707.01,CMC,P,,5.00,Sir Lowrys Pass       ,,,,Towns/Cities History,,,
RSA,19800829.01,CMC,P,,5.00,PMB Hobbies Fair       ,,,,Arts/Culture/Traditions,,,
RSA,19801031.01,FIL,P,,5.00,CL Leipoldt with Walvisbay DS     ,,,,Literature/Writers,Famous Persons,Afrikaans language,
RSA,19810210.01,CMC,P,,5.00,25 years Missions to Seamen Walvisbay    ,,,,Ships/Maritime,Religion/Churches,,
RSA,19810402.01,FIL,P,,5.00,Bellville Philatelic Society       ,,,,,,,
RSA,19811001.01,CMC,P,,5.00,Elsenburg Post Office       ,,,,,,,
RSA,19830827.01,CMC,P,,5.00,50 years Ann Bible in Afrikaans    ,,298,,Religion/Churches,,,
RSA,19850716.01,CMC,P,,5.00,Stellenbosch 300 Years,,289,,Towns/Cities History,,,
RSA,19881206.02,FLT,P,,5.00,50th Ann 1st DC3 Flight     ,,,,Flight and Aircraft,Military,,
RSA,19661206.04,FDC,P,,7.00,Verwoerd         ,,,,Presidents and Leaders,,,
RSA,19611201.01,FLT,P,,10.00,50th Ann. 1st SA Flight     ,,,,Flight and Aircraft,,,
RSA,19630314.03,FDC,P,,10.00,Kirstenbosch         ,,,,Flora/Flowers,,,
RSA,19640328.01,CMC,P,,10.00,Mafeking Jamborally        ,,,,Boy Scouts,,,
RSA,19741011.01,CMC,P,,10.00,SAPHIL 74 Pretoria       ,,,,Stamp Exhibition,,,
RSA,19760218.02,CMC,P,,10.00,World Bowls Tournament       ,,257,,Sport,,,
RSA,19760906.01,CMC,P,,10.00,Simmentaler World Congress       ,,,,Agriculture/Farming,,,
RSA,19760911.01,CMC,P,,10.00,Castle Cup Final soccer      ,,,,Sport,Football/Soccer,,
RSA,19760916.01,CMC,P,,10.00,50 Years National Parks Board (Kruger Park,,,,Wildlife,,,
RSA,19760916.02,CMC,P,,10.00,50 Years National Parks Board (Bontebok Park),,,,Wildlife,,,
RSA,19761011.01,FIL,P,,10.00,ELPEX 76 Stamp Exhibition,,280,,Stamp Exhibition,,,
RSA,19761011.02,FIL,P,,10.00,ELPEX 76 Stamp Exhibition,,280,,Stamp Exhibition,Stamp on Stamps,,
RSA,19761102.01,CMC,P,,10.00,First Lioness Club in SA Sea Point,,,,Lions International,,,
RSA,19761202.03,FDC,P,,10.00,Gary Player        ,,284,,Sport,Golf,,
RSA,19770221.02,FDC,P,,10.00,JD du Toit Private Issue     ,,287,,Afrikaans language,Famous Persons,Literature/Writers,
RSA,19770406.01,CMC,P,,10.00,325th Ann arrival Jan van Riebeeck    ,,,,Jan van Riebeeck,,,
RSA,19770425.01,CMC,P,,10.00,Cape Festival Koopmans de Wet House    ,,,,Lions International,Stamp Exhibition,,
RSA,19770827.01,CMC,P,,10.00,Inwyding Loftus Versfeld       ,,,,Sport,Rugby,,
RSA,19770827.02,CMC,P,,10.00,Inwyding Loftus Versfeld       ,,,,Sport,Rugby,,
RSA,19770827.03,CMC,P,,10.00,Inwyding van Loftus Versfeld      ,,,,Sport,Rugby,,
RSA,19770827.04,CMC,P,,10.00,Inwyding Loftus Versfeld       ,,,,Sport,Rugby,,
RSA,19770827.05,CMC,P,,10.00,Inwyding van Loftus Versfeld      ,,,,Sport,Rugby,,
RSA,19770903.01,CMC,P,,10.00,Opening of the New Loftus Versfeld    ,,,,Sport,Rugby,,
RSA,19771008.02,FIL,P,,10.00,Roodepoort Mini Stamp Exhibition,,,,Stamp Exhibition,,,
RSA,19780531.01,CMC,P,,10.00,50 years SA Flag      ,,,,Flags,,,
RSA,19781215.01,CMC,P,,10.00,140 Years Day of the Covenent,,,,Voortrekkers,Religion/Churches,,
RSA,19791216.01,CMC,P,,10.00,Addington Hospital Research Trust Fund     ,,,,Health/Medicine,,,
RSA,19600530.01,CMC,P,,15.00,Unipex 60 stamp Exhibition      ,,,,Stamp Exhibition,,,
RSA,19610531.05,FDC,P,,15.00,Def Issue        ,,,,Definitive Series,,,
RSA,19611009.01,FIL,P,,15.00,Jubilex Stamp Exhibition       ,,,,Stamp Exhibition,,,
RSA,19620301.05,FDC,P,,15.00,Volkspele         ,,,,Arts/Culture/Traditions,,,
RSA,19630116.01,CMC,P,,15.00,SA National Antartic Expedition      ,,,,Antarctica,,,
RSA,19630116.02,CMC,P,,15.00,SA National Antartic Expedition      ,,,,Antarctica,,,
RSA,19630830.04,FDC,P,,15.00,Red Cross        ,,,,Red Cross,Nursing,,
RSA,19641012.02,FDC,P,,15.00,Nursing         ,,,,Nursing,Health/Medicine,,
RSA,19660601.01,CMC,P,,15.00,Golden Gate new post stamp     ,,,,Landscapes/Nature,,,
RSA,19660601.02,CMC,P,,15.00,Bontebok Park date stamp      ,,,,Wildlife,,,
RSA,19661003.01,CMC,P,,15.00,Cape Point Nature Reserve new post mark   ,,,,Landscapes/Nature,,,
RSA,19661003.02,CMC,P,,15.00,Tsitsikamma New Postmark       ,,,,Landscapes/Nature,,,
RSA,19670918.01,CMC,P,,15.00,Rugby Test JHB SA NZ     ,,,,Sport,Rugby,,
RSA,19691114.01,CMC,P,,15.00,DSIF51 Comm Apollo 12 launch     ,,,,Space,,,
RSA,19691119.01,CMC,P,,15.00,DSIF51 Comm landing on the moon Apollo 12  ,,,,Space,,,
RSA,19710726.01,CMC,P,,15.00,DSIF51 Comm Apollo 15 launch     ,,,,Space,,,
RSA,19720416.01,CMC,P,,15.00,DSIF51 Comm launch Apollo 16     ,,,,Space,,,
RSA,19720421.01,CMC,P,,15.00,DSIF51 Comm landing on the moon ORION   ,,,,Space,,,
RSA,19721120.01,CMC,P,,15.00,Queen Silver Wedding       ,,,,Royals,,,
RSA,19721207.01,CMC,P,,15.00,DSIF51 Comm Apollo 17 launch     ,,,,Space,,,
RSA,19721211.01,CMC,P,,15.00,DSIF51 Comm landing on the moon Apollo 17 Challenger ,,,,Space,,,
RSA,19750409.01,FIL,P,,15.00,Cape Town Festival Stamp Exhibition     ,,234,,Stamp Exhibition,,,
